
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
1,1960,1,1960-09-25,31-344,PHI,,CLE,L 24-41,,4,75,18.75,1,3,3,100.0,1,2,50.0,1,12
2,1960,2,1960-09-30,31-349,PHI,@,DAL,W 27-25,,1,15,15.00,0,3,3,100.0,2,2,100.0,0,9
3,1960,3,1960-10-09,31-358,PHI,,STL,W 31-27,,1,9,9.00,0,4,4,100.0,1,3,33.3,0,7
4,1960,4,1960-10-16,31-365,PHI,,DET,W 28-10,,2,58,29.00,1,4,4,100.0,,,,1,10
5,1960,5,1960-10-23,32-006,PHI,@,CLE,W 31-29,,4,94,23.50,1,4,4,100.0,1,2,50.0,1,13
6,1960,6,1960-11-06,32-020,PHI,,PIT,W 34-7,,3,55,18.33,0,4,4,100.0,2,3,66.7,0,10
7,1960,7,1960-11-13,32-027,PHI,,WAS,W 19-13,,2,72,36.00,1,1,2,50.0,2,2,100.0,1,13
8,1960,8,1960-11-20,32-034,PHI,@,NYG,W 17-10,,6,119,19.83,0,2,2,100.0,1,2,50.0,0,5
9,1960,9,1960-11-27,32-041,PHI,,NYG,W 31-23,,2,11,5.50,0,4,4,100.0,1,1,100.0,0,7
10,1960,10,1960-12-04,32-048,PHI,@,STL,W 20-6,,1,4,4.00,0,2,2,100.0,2,2,100.0,0,8
11,1960,11,1960-12-11,32-055,PHI,@,PIT,L 21-27,,3,40,13.33,0,3,3,100.0,,,,0,3
12,1960,12,1960-12-18,32-062,PHI,@,WAS,W 38-28,,1,11,11.00,0,5,5,100.0,1,1,100.0,0,8
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
13,1961,1,1961-09-17,32-335,PHI,,CLE,W 27-20,,1,18,18.00,1,3,3,100.0,2,3,66.7,1,15
14,1961,2,1961-09-24,32-342,PHI,,WAS,W 14-7,,1,14,14.00,0,2,2,100.0,,,,0,2
15,1961,3,1961-10-01,32-349,PHI,,STL,L 27-30,,2,127,63.50,0,3,3,100.0,2,3,66.7,0,9
16,1961,4,1961-10-08,32-356,PHI,,PIT,W 21-16,,3,42,14.00,0,3,3,100.0,,,,0,3
17,1961,5,1961-10-15,32-363,PHI,@,STL,W 20-7,,3,33,11.00,0,2,2,100.0,2,2,100.0,0,8
18,1961,6,1961-10-22,33-005,PHI,@,DAL,W 43-7,,3,62,20.67,0,4,6,66.7,1,2,50.0,0,7
19,1961,7,1961-10-29,33-012,PHI,@,WAS,W 27-24,,4,53,13.25,0,3,3,100.0,2,3,66.7,0,9
20,1961,8,1961-11-05,33-019,PHI,,CHI,W 16-14,,4,40,10.00,0,1,2,50.0,1,3,33.3,0,4
21,1961,9,1961-11-12,33-026,PHI,@,NYG,L 21-38,,2,28,14.00,0,3,3,100.0,,2,0.0,0,3
22,1961,10,1961-11-19,33-033,PHI,@,CLE,L 24-45,,4,43,10.75,0,3,3,100.0,1,1,100.0,0,6
23,1961,11,1961-11-26,33-040,PHI,,DAL,W 35-13,,2,46,23.00,0,5,5,100.0,,,,0,5
24,1961,12,1961-12-03,33-047,PHI,@,PIT,W 35-24,,2,35,17.50,1,5,5,100.0,,1,0.0,1,11
25,1961,13,1961-12-10,33-054,PHI,,NYG,L 24-28,,2,14,7.00,0,3,3,100.0,1,3,33.3,0,6
26,1961,14,1961-12-17,33-061,PHI,@,DET,W 27-24,,1,14,14.00,0,3,3,100.0,2,2,100.0,0,9
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
27,1962,1,1962-09-16,33-334,PHI,,STL,L 21-27,,2,29,14.50,0,3,3,100.0,,1,0.0,0,3
28,1962,2,1962-09-23,33-341,PHI,,NYG,L 13-29,,0,0,,0,1,1,100.0,2,5,40.0,0,7
29,1962,3,1962-09-30,33-348,PHI,,CLE,W 35-7,,,,,,5,5,100.0,,,,,
30,1962,4,1962-10-06,33-354,PHI,@,PIT,L 7-13,,,,,,1,1,100.0,,,,,
31,1962,5,1962-10-14,33-362,PHI,@,DAL,L 19-41,,0,0,,0,1,2,50.0,2,2,100.0,0,7
32,1962,6,1962-10-21,34-004,PHI,,WAS,L 21-27,,1,11,11.00,0,3,3,100.0,,,,0,3
33,1962,7,1962-10-28,34-011,PHI,@,MIN,L 21-31,,0,0,,0,3,3,100.0,,2,0.0,0,3
34,1962,8,1962-11-04,34-018,PHI,@,CLE,T 14-14,,0,0,,0,2,2,100.0,,2,0.0,0,2
35,1962,9,1962-11-11,34-025,PHI,,GNB,L 0-49,,1,3,3.00,0,,,,,,,0,0
36,1962,10,1962-11-18,34-032,PHI,@,NYG,L 14-19,,,,,,2,2,100.0,,,,,
37,1962,11,1962-11-25,34-039,PHI,,DAL,W 28-14,,0,0,,0,4,4,100.0,,3,0.0,0,4
38,1962,12,1962-12-02,34-046,PHI,@,WAS,W 37-14,,,,,,4,5,80.0,,,,,
39,1962,13,1962-12-09,34-053,PHI,,PIT,L 17-26,,,,,,2,2,100.0,,,,,
40,1962,14,1962-12-16,34-060,PHI,@,STL,L 35-45,,,,,,5,5,100.0,,,,,
,,,40 Games,,,,,23-16-1,,68,1175,17.28,6,118,124,95.2,32,60,53.3,6,231
