
24,2012,10,2012-11-11,24-051,SEA,,NYJ,W 28-7,4,3,42,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2012,11,2012-11-25,24-065,SEA,@,MIA,L 21-24,4,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2012,12,2012-12-02,24-072,SEA,@,CHI,W 23-17,5,4,46,11.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2012,13,2012-12-09,24-079,SEA,,ARI,W 58-0,4,2,29,14.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2012,14,2012-12-16,24-086,SEA,@,BUF,W 50-17,3,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
29,2012,15,2012-12-23,24-093,SEA,,SFO,W 42-13,6,4,53,13.25,2,0,0,,0,0,0,,0,0,0,,0,2,12,0.0,0,0
30,2012,16,2012-12-30,24-100,SEA,,STL,W 20-13,2,2,19,9.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
31,2013,1,2013-09-08,24-352,SEA,@,CAR,W 12-7,7,7,91,13.00,0,1,3,3.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2013,2,2013-09-15,24-359,SEA,,SFO,W 29-3,1,1,51,51.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2013,3,2013-09-22,25-001,SEA,,JAX,W 45-17,2,1,35,35.00,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
34,2013,4,2013-09-29,25-008,SEA,@,HOU,W 23-20,4,3,39,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2013,5,2013-10-06,25-015,SEA,@,IND,L 28-34,9,5,80,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2013,6,2013-10-13,25-022,SEA,,TEN,W 20-13,4,4,48,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2013,7,2013-10-17,25-026,SEA,@,ARI,W 34-22,1,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2013,8,2013-10-28,25-037,SEA,@,STL,W 14-9,1,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2013,9,2013-11-03,25-043,SEA,,TAM,W 27-24,10,6,75,12.50,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
40,2013,10,2013-11-10,25-050,SEA,@,ATL,W 33-10,8,5,76,15.20,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2013,11,2013-11-17,25-057,SEA,,MIN,W 41-20,2,2,63,31.50,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
42,2013,12,2013-12-02,25-072,SEA,,NOR,W 34-7,5,4,77,19.25,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
43,2013,13,2013-12-08,25-078,SEA,@,SFO,L 17-19,4,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2013,14,2013-12-15,25-085,SEA,@,NYG,W 23-0,7,6,71,11.83,1,1,3,3.00,0,0,0,,0,0,0,,0,1,6,0.0,0,0
45,2013,15,2013-12-22,25-092,SEA,,ARI,L 10-17,6,1,8,8.00,0,0,0,,0,2,57,28.50,0,0,0,,0,0,0,0.0,1,0
46,2013,16,2013-12-29,25-099,SEA,,STL,W 27-9,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
47,2014,1,2014-09-04,25-348,SEA,,GNB,W 36-16,5,3,14,4.67,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2014,2,2014-09-14,25-358,SEA,@,SDG,L 21-30,6,3,35,11.67,0,0,0,,0,1,9,9.00,0,0,0,,0,0,0,0.0,0,0
49,2014,3,2014-09-21,26-000,SEA,,DEN,W 26-20,5,4,56,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2014,4,2014-10-06,26-015,SEA,@,WAS,W 27-17,5,4,50,12.50,0,0,0,,0,1,17,17.00,0,0,0,,0,0,0,0.0,0,0
51,2014,5,2014-10-12,26-021,SEA,,DAL,L 23-30,3,2,32,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2014,6,2014-10-19,26-028,SEA,@,STL,L 26-28,11,7,123,17.57,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
53,2014,7,2014-10-26,26-035,SEA,@,CAR,W 13-9,8,6,61,10.17,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
54,2014,8,2014-11-02,26-042,SEA,,OAK,W 30-24,6,5,38,7.60,0,0,0,,0,0,0,,0,3,37,12.33,0,0,0,0.0,0,0
55,2014,9,2014-11-09,26-049,SEA,,NYG,W 38-17,6,4,31,7.75,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
56,2014,10,2014-11-16,26-056,SEA,@,KAN,L 20-24,9,6,45,7.50,1,0,0,,0,3,55,18.33,0,0,0,,0,1,6,0.0,0,0
57,2014,11,2014-11-23,26-063,SEA,,ARI,W 19-3,2,2,6,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
58,2014,12,2014-11-27,26-067,SEA,@,SFO,W 19-3,4,2,28,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
59,2014,13,2014-12-07,26-077,SEA,@,PHI,W 24-14,7,5,97,19.40,1,0,0,,0,0,0,,0,3,5,1.67,0,1,6,0.0,0,0
60,2014,14,2014-12-14,26-084,SEA,,SFO,W 17-7,6,3,53,17.67,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
61,2014,15,2014-12-21,26-091,SEA,@,ARI,W 35-6,11,7,113,16.14,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
62,2014,16,2014-12-28,26-098,SEA,,STL,W 20-6,4,3,43,14.33,0,1,8,8.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
63,2015,1,2015-09-13,26-357,SEA,@,STL,L 31-34,9,7,35,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
64,2015,2,2015-09-20,26-364,SEA,@,GNB,L 17-27,8,7,92,13.14,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
65,2015,3,2015-09-27,27-006,SEA,,CHI,W 26-0,3,3,35,11.67,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
66,2015,4,2015-10-05,27-014,SEA,,DET,W 13-10,4,3,36,12.00,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
67,2015,5,2015-10-11,27-020,SEA,@,CIN,L 24-27,3,3,70,23.33,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
68,2015,6,2015-10-18,27-027,SEA,,CAR,L 23-27,4,3,23,7.67,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
69,2015,7,2015-10-22,27-031,SEA,@,SFO,W 20-3,3,2,19,9.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
70,2015,8,2015-11-01,27-041,SEA,@,DAL,W 13-12,6,3,35,11.67,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
71,2015,9,2015-11-15,27-055,SEA,,ARI,L 32-39,10,7,134,19.14,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
72,2015,10,2015-11-22,27-062,SEA,,SFO,W 29-13,6,6,60,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
73,2015,11,2015-11-29,27-069,SEA,,PIT,W 39-30,8,6,145,24.17,3,0,0,,0,0,0,,0,0,0,,0,3,18,0.0,0,0
,,,73 Games,,,,,48-25-0,369,246,3441,13.99,21,4,12,3.00,0,9,178,19.78,0,6,42,7.00,0,21,126,0.0,4,0
